item_id,timestamp,target,,
Series,1750-01-14 09:00:00,219.210291,321,
Series,1750-01-14 10:00:00,179.4796501,322,
Series,1750-01-14 11:00:00,171.116923,323,
Series,1750-01-14 12:00:00,144.103121,324,
Series,1750-01-14 13:00:00,153.4748278,325,
Series,1750-01-14 14:00:00,136.4800591,326,
Series,1750-01-14 15:00:00,134.2898283,327,
Series,1750-01-14 16:00:00,135.1539484,328,
Series,1750-01-14 17:00:00,134.9249317,329,
Series,1750-01-14 18:00:00,133.2526006,330,
Series,1750-01-14 19:00:00,127.9909752,331,
Series,1750-01-14 20:00:00,120.8808462,332,
Series,1750-01-14 21:00:00,130.9840191,333,
Series,1750-01-14 22:00:00,138.4388402,334,
Series,1750-01-14 23:00:00,132.2762545,335,
Series,1750-01-15 00:00:00,135.1230965,336,
Series,1750-01-15 01:00:00,147.0216909,337,
Series,1750-01-15 02:00:00,133.4430768,338,
Series,1750-01-15 03:00:00,159.2873792,339,
Series,1750-01-15 04:00:00,155.935153,340,
Series,1750-01-15 05:00:00,147.0723018,341,
Series,1750-01-15 06:00:00,151.7724438,342,
Series,1750-01-15 07:00:00,156.5263831,343,
Series,1750-01-15 08:00:00,158.0113975,344,
Series,1750-01-15 09:00:00,165.5025163,345,
Series,1750-01-15 10:00:00,175.3581963,346,
Series,1750-01-15 11:00:00,170.3490472,347,
Series,1750-01-15 12:00:00,173.0489749,348,
Series,1750-01-15 13:00:00,147.7273757,349,
Series,1750-01-15 14:00:00,177.1577817,350,
Series,1750-01-15 15:00:00,180.4883997,351,
Series,1750-01-15 16:00:00,192.1496138,352,
Series,1750-01-15 17:00:00,195.8716607,353,
Series,1750-01-15 18:00:00,199.3304735,354,
Series,1750-01-15 19:00:00,197.746123,355,
Series,1750-01-15 20:00:00,193.5432366,356,
Series,1750-01-15 21:00:00,201.9795331,357,
Series,1750-01-15 22:00:00,214.8755861,358,
Series,1750-01-15 23:00:00,214.3260291,359,
Series,1750-01-16 00:00:00,222.3110491,360,
Series,1750-01-16 01:00:00,210.4095916,361,
Series,1750-01-16 02:00:00,214.4110194,362,
Series,1750-01-16 03:00:00,206.4708627,363,
Series,1750-01-16 04:00:00,200.250891,364,
Series,1750-01-16 05:00:00,182.4016831,365,
Series,1750-01-16 06:00:00,200.8157955,366,
Series,1750-01-16 07:00:00,160.4503963,367,
Series,1750-01-16 08:00:00,160.7795088,368,
Series,1750-01-16 09:00:00,170.4536772,369,
Series,1750-01-16 10:00:00,166.7075948,370,
Series,1750-01-16 11:00:00,158.7979088,371,
Series,1750-01-16 12:00:00,129.3501858,372,
Series,1750-01-16 13:00:00,116.7317348,373,
Series,1750-01-16 14:00:00,123.8355819,374,
Series,1750-01-16 15:00:00,118.5870414,375,
Series,1750-01-16 16:00:00,117.2043938,376,
Series,1750-01-16 17:00:00,117.3793097,377,
Series,1750-01-16 18:00:00,112.4018962,378,
Series,1750-01-16 19:00:00,113.3237912,379,
Series,1750-01-16 20:00:00,118.8895362,380,
Series,1750-01-16 21:00:00,117.4380009,381,
Series,1750-01-16 22:00:00,120.3510926,382,
Series,1750-01-16 23:00:00,147.9676691,383,
Series,1750-01-17 00:00:00,160.1228633,384,
Series,1750-01-17 01:00:00,165.4207749,385,
Series,1750-01-17 02:00:00,162.7380029,386,
Series,1750-01-17 03:00:00,159.365309,387,
Series,1750-01-17 04:00:00,187.971904,388,
Series,1750-01-17 05:00:00,177.6422515,389,
Series,1750-01-17 06:00:00,168.4920822,390,
Series,1750-01-17 07:00:00,165.0982252,391,
Series,1750-01-17 08:00:00,169.8108213,392,
Series,1750-01-17 09:00:00,169.0494753,393,
Series,1750-01-17 10:00:00,165.5731956,394,
Series,1750-01-17 11:00:00,174.0823631,395,
Series,1750-01-17 12:00:00,179.4640604,396,
Series,1750-01-17 13:00:00,180.4139871,397,
Series,1750-01-17 14:00:00,197.263649,398,
Series,1750-01-17 15:00:00,175.7565867,399,
Series,1750-01-17 16:00:00,190.7906984,400,
Series,1750-01-17 17:00:00,195.7578649,401,
Series,1750-01-17 18:00:00,191.4889461,402,
Series,1750-01-17 19:00:00,194.3762075,403,
Series,1750-01-17 20:00:00,193.2611884,404,
Series,1750-01-17 21:00:00,194.3086856,405,
Series,1750-01-17 22:00:00,197.0082245,406,
Series,1750-01-17 23:00:00,166.308393,407,
Series,1750-01-18 00:00:00,151.7488905,408,
Series,1750-01-18 01:00:00,149.6514611,409,
Series,1750-01-18 02:00:00,142.9729983,410,
Series,1750-01-18 03:00:00,135.8963331,411,
Series,1750-01-18 04:00:00,133.6697751,412,
Series,1750-01-18 05:00:00,105.3669707,413,
Series,1750-01-18 06:00:00,95.29945411,414,
Series,1750-01-18 07:00:00,103.2319545,415,
Series,1750-01-18 08:00:00,93.62661229,416,
Series,1750-01-18 09:00:00,93.33162429,417,
Series,1750-01-18 10:00:00,98.76860008,418,
Series,1750-01-18 11:00:00,105.0065163,419,
Series,1750-01-18 12:00:00,100.8633746,420,
Series,1750-01-18 13:00:00,94.56643462,421,
Series,1750-01-18 14:00:00,94.46675004,422,
Series,1750-01-18 15:00:00,99.13197621,423,
Series,1750-01-18 16:00:00,112.6157063,424,
Series,1750-01-18 17:00:00,113.9928376,425,
Series,1750-01-18 18:00:00,133.7162675,426,
Series,1750-01-18 19:00:00,139.6082199,427,
Series,1750-01-18 20:00:00,137.5383716,428,
Series,1750-01-18 21:00:00,143.9333368,429,
Series,1750-01-18 22:00:00,150.6243946,430,
Series,1750-01-18 23:00:00,152.341026,431,
Series,1750-01-19 00:00:00,176.8000847,432,
Series,1750-01-19 01:00:00,169.3775412,433,
Series,1750-01-19 02:00:00,174.0222757,434,
Series,1750-01-19 03:00:00,181.9498263,435,
Series,1750-01-19 04:00:00,167.5762637,436,
Series,1750-01-19 05:00:00,185.2915559,437,
Series,1750-01-19 06:00:00,171.1111642,438,
Series,1750-01-19 07:00:00,187.680626,439,
Series,1750-01-19 08:00:00,186.5160962,440,
Series,1750-01-19 09:00:00,205.7143789,441,
Series,1750-01-19 10:00:00,208.0964151,442,
Series,1750-01-19 11:00:00,207.5003864,443,
Series,1750-01-19 12:00:00,205.9817085,444,
Series,1750-01-19 13:00:00,194.3378848,445,
Series,1750-01-19 14:00:00,187.5913457,446,
Series,1750-01-19 15:00:00,198.3315354,447,
Series,1750-01-19 16:00:00,198.0829816,448,
Series,1750-01-19 17:00:00,200.8943632,449,
Series,1750-01-19 18:00:00,192.638265,450,
Series,1750-01-19 19:00:00,186.721699,451,
Series,1750-01-19 20:00:00,204.1975791,452,
Series,1750-01-19 21:00:00,199.9166845,453,
Series,1750-01-19 22:00:00,178.9318662,454,
Series,1750-01-19 23:00:00,181.3289679,455,
Series,1750-01-20 00:00:00,165.3177943,456,
Series,1750-01-20 01:00:00,172.1306665,457,
Series,1750-01-20 02:00:00,170.5003281,458,
Series,1750-01-20 03:00:00,150.4339504,459,
Series,1750-01-20 04:00:00,74.48920667,460,
Series,1750-01-20 05:00:00,156.2699085,461,
Series,1750-01-20 06:00:00,80.4611618,462,
Series,1750-01-20 07:00:00,80.64895624,463,
Series,1750-01-20 08:00:00,73.63629105,464,
Series,1750-01-20 09:00:00,69.65755587,465,
Series,1750-01-20 10:00:00,70.79117774,466,
Series,1750-01-20 11:00:00,103.283229,467,
Series,1750-01-20 12:00:00,102.0383225,468,
Series,1750-01-20 13:00:00,130.7191709,469,
Series,1750-01-20 14:00:00,174.8340024,470,
Series,1750-01-20 15:00:00,137.8145991,471,
Series,1750-01-20 16:00:00,152.9106165,472,
Series,1750-01-20 17:00:00,150.9605236,473,
Series,1750-01-20 18:00:00,161.6817663,474,
Series,1750-01-20 19:00:00,166.701819,475,
Series,1750-01-20 20:00:00,169.3107916,476,
Series,1750-01-20 21:00:00,153.1029845,477,
Series,1750-01-20 22:00:00,186.1845235,478,
Series,1750-01-20 23:00:00,196.5788656,479,
Series,1750-01-21 00:00:00,187.293936,480,
Series,1750-01-21 01:00:00,187.7074367,481,
Series,1750-01-21 02:00:00,195.0496073,482,
Series,1750-01-21 03:00:00,197.4588231,483,
Series,1750-01-21 04:00:00,208.1963967,484,
Series,1750-01-21 05:00:00,197.4638007,485,
Series,1750-01-21 06:00:00,195.9347257,486,
Series,1750-01-21 07:00:00,194.104747,487,
Series,1750-01-21 08:00:00,199.983451,488,
Series,1750-01-21 09:00:00,195.8334435,489,
Series,1750-01-21 10:00:00,203.1584154,490,
Series,1750-01-21 11:00:00,196.753351,491,
Series,1750-01-21 12:00:00,203.2587125,492,
Series,1750-01-21 13:00:00,196.5473714,493,
Series,1750-01-21 14:00:00,208.7126146,494,
Series,1750-01-21 15:00:00,214.0832937,495,
Series,1750-01-21 16:00:00,216.6103906,496,
Series,1750-01-21 17:00:00,192.3780807,497,
Series,1750-01-21 18:00:00,174.6501759,498,
Series,1750-01-21 19:00:00,179.1753714,499,
Series,1750-01-21 20:00:00,162.8277731,500,
Series,1750-01-21 21:00:00,128.286896,501,
Series,1750-01-21 22:00:00,161.8840474,502,
Series,1750-01-21 23:00:00,141.8806587,503,
Series,1750-01-22 00:00:00,136.4354481,504,
Series,1750-01-22 01:00:00,139.0520689,505,
Series,1750-01-22 02:00:00,136.3612168,506,
Series,1750-01-22 03:00:00,134.487676,507,
Series,1750-01-22 04:00:00,129.3505089,508,
Series,1750-01-22 05:00:00,126.0984569,509,
Series,1750-01-22 06:00:00,131.6493663,510,
Series,1750-01-22 07:00:00,137.5956958,511,
Series,1750-01-22 08:00:00,129.3609297,512,
Series,1750-01-22 09:00:00,136.3531896,513,
Series,1750-01-22 10:00:00,119.2462899,514,
Series,1750-01-22 11:00:00,132.9863882,515,
Series,1750-01-22 12:00:00,156.6456378,516,
Series,1750-01-22 13:00:00,154.0205238,517,
Series,1750-01-22 14:00:00,172.1683389,518,
Series,1750-01-22 15:00:00,157.2725756,519,
Series,1750-01-22 16:00:00,150.6188301,520,
Series,1750-01-22 17:00:00,153.7587213,521,
Series,1750-01-22 18:00:00,158.5305348,522,
Series,1750-01-22 19:00:00,178.2223286,523,
Series,1750-01-22 20:00:00,169.6672679,524,
Series,1750-01-22 21:00:00,171.9215725,525,
Series,1750-01-22 22:00:00,169.0411595,526,
Series,1750-01-22 23:00:00,175.6159357,527,
Series,1750-01-23 00:00:00,195.0047848,528,
Series,1750-01-23 01:00:00,192.1458011,529,
Series,1750-01-23 02:00:00,192.9764339,530,
Series,1750-01-23 03:00:00,197.890403,531,
Series,1750-01-23 04:00:00,200.3714797,532,
Series,1750-01-23 05:00:00,193.1398683,533,
Series,1750-01-23 06:00:00,202.98489,534,
Series,1750-01-23 07:00:00,207.8187097,535,
Series,1750-01-23 08:00:00,214.8597762,536,
Series,1750-01-23 09:00:00,200.1364866,537,
Series,1750-01-23 10:00:00,212.7988794,538,
Series,1750-01-23 11:00:00,215.6689379,539,
Series,1750-01-23 12:00:00,193.5046482,540,
Series,1750-01-23 13:00:00,200.401647,541,
Series,1750-01-23 14:00:00,189.0902303,542,
Series,1750-01-23 15:00:00,188.3630548,543,
Series,1750-01-23 16:00:00,156.1782681,544,
Series,1750-01-23 17:00:00,157.8914917,545,
Series,1750-01-23 18:00:00,147.8420212,546,
Series,1750-01-23 19:00:00,152.52506,547,
Series,1750-01-23 20:00:00,139.7897807,548,
Series,1750-01-23 21:00:00,152.5948195,549,
Series,1750-01-23 22:00:00,117.3409687,550,
Series,1750-01-23 23:00:00,120.30684,551,
Series,1750-01-24 00:00:00,119.3416195,552,
Series,1750-01-24 01:00:00,117.8336326,553,
Series,1750-01-24 02:00:00,116.831965,554,
Series,1750-01-24 03:00:00,117.0525335,555,
Series,1750-01-24 04:00:00,111.655942,556,
Series,1750-01-24 05:00:00,116.9009692,557,
Series,1750-01-24 06:00:00,118.0221858,558,
Series,1750-01-24 07:00:00,143.9379005,559,
Series,1750-01-24 08:00:00,128.5749435,560,
