,D,UD,X,X.1,class,classInt,meanY,meanYmean,meanYstd,newY,order,stdY,InjectionLocation
58,2,1,58,103,B,0,185,154.7078042,35.72151607,183.2593395,14,1.58113883,0
59,2,1,59,104,B,0,184,154.7078042,35.72151607,184.8331241,15,2.160246899,0
60,2,1,60,105,B,0,186,154.7078042,35.72151607,186.8487138,16,2.738612788,0
61,2,1,61,106,B,0,185,154.7078042,35.72151607,185.0710236,17,1.58113883,0
62,2,1,62,107,B,0,191,154.7078042,35.72151607,193.5742636,18,5.115336418,0
63,2,1,63,108,B,0,185,154.7078042,35.72151607,181.4773218,19,2.738612788,0
64,2,1,64,109,B,0,179.8888889,154.7078042,35.72151607,180.228765,20,4.755114206,0
65,2,1,65,110,B,0,176.75,154.7078042,35.72151607,174.4161142,21,5.105552533,0
66,2,1,66,111,B,0,180.72,154.7078042,35.72151607,174.5517255,22,8.039071256,0
67,2,1,67,112,B,0,172.1,154.7078042,35.72151607,170.2940441,23,3.478505426,0
68,2,1,68,113,B,0,176,154.7078042,35.72151607,176.9335198,24,2.160246899,0
69,2,1,69,114,B,0,194.9166667,154.7078042,35.72151607,190.9644495,25,4.166060562,0
70,2,1,70,115,B,0,197.5,154.7078042,35.72151607,197.3372588,26,1.290994449,0
71,2,1,71,116,B,0,190.0909091,154.7078042,35.72151607,192.9024758,27,3.477198454,0
72,2,1,72,117,B,0,170,154.7078042,35.72151607,171.6129593,28,1.58113883,0
73,2,1,73,118,B,0,166.5,154.7078042,35.72151607,167.5802671,29,3.605551275,0
74,2,1,74,119,B,0,166.5,154.7078042,35.72151607,168.5986751,30,4.183300133,0
75,2,1,75,120,B,0,151,154.7078042,35.72151607,154.8383638,31,4.082482905,0
76,2,1,76,121,B,0,145.5555556,154.7078042,35.72151607,146.8671309,32,3.503966007,0
77,2,1,77,122,B,0,140,154.7078042,35.72151607,143.028444,33,2.738612788,0
78,2,1,78,123,B,0,139,154.7078042,35.72151607,142.546696,34,3.31662479,0
79,2,1,79,124,B,0,129.1875,154.7078042,35.72151607,128.9600608,35,6.62539307,0
80,2,1,80,125,B,0,116.25,154.7078042,35.72151607,117.7248216,36,1.707825128,0
81,2,1,81,126,B,0,113,154.7078042,35.72151607,117.2204155,37,3.31662479,0
82,2,1,82,127,B,0,112,154.7078042,35.72151607,104.62093,38,2.738612788,0
83,2,1,83,128,B,0,101.5,154.7078042,35.72151607,100.6333021,39,1.290994449,0
84,2,1,84,129,B,0,100.5,154.7078042,35.72151607,99.7196084,40,1.290994449,0
85,3,2,85,130,B,0,97.5,154.7078042,35.72151607,96.4778205,1,2.449489743,0
86,3,2,86,131,B,0,96.90909091,154.7078042,35.72151607,97.40459989,2,3.477198454,0
87,3,2,87,132,B,0,111,154.7078042,35.72151607,107.2290695,3,3.31662479,0
88,3,2,88,133,B,0,111.5,154.7078042,35.72151607,110.3928385,4,3.027650354,0
89,3,2,89,134,B,0,112.5,154.7078042,35.72151607,114.3197453,5,3.027650354,0
90,3,2,90,135,B,0,116.3333333,154.7078042,35.72151607,117.5700344,6,4.879500365,0
91,3,2,91,136,B,0,118.5,154.7078042,35.72151607,119.0672843,7,1.870828693,0
92,3,2,92,137,B,0,122.1428571,154.7078042,35.72151607,125.5783896,8,2.410295378,0
93,3,2,93,138,B,0,139.0909091,154.7078042,35.72151607,130.9893108,9,4.526688535,0
94,3,2,94,139,B,0,155.4090909,154.7078042,35.72151607,154.6949063,10,7.075504969,0
95,3,2,95,140,B,0,158,154.7078042,35.72151607,152.0854343,11,6.204836823,0
96,3,2,96,141,B,0,158.2105263,154.7078042,35.72151607,157.1644085,12,6.416809067,0
97,3,2,97,142,B,0,152.7142857,154.7078042,35.72151607,150.2891862,13,2.690370837,0
98,3,2,98,143,B,0,150,154.7078042,35.72151607,158.9405402,14,5.049752469,0
99,3,2,99,144,B,0,163.5,154.7078042,35.72151607,164.4700666,15,4.183300133,0
100,3,2,100,145,B,0,163,154.7078042,35.72151607,158.8136803,16,3.31662479,0
101,3,2,101,146,B,0,157.5,154.7078042,35.72151607,155.6040543,17,5.08920426,0
102,3,2,102,147,B,0,152.9230769,154.7078042,35.72151607,155.969966,18,4.030333701,0
103,3,2,103,148,B,0,152.3571429,154.7078042,35.72151607,158.8395629,19,4.413391211,0
104,3,2,104,149,B,0,158.4285714,154.7078042,35.72151607,158.7573313,20,5.061526214,0
105,3,2,105,150,B,0,162,154.7078042,35.72151607,161.5851584,21,1.58113883,0
106,3,2,106,151,B,0,169.3076923,154.7078042,35.72151607,177.6892854,22,7.728568382,0
107,3,2,107,152,B,0,174.5,154.7078042,35.72151607,175.0385577,23,4.760952286,0
108,3,2,108,153,B,0,164.7142857,154.7078042,35.72151607,162.9033778,24,2.563479778,0
109,3,2,109,154,B,0,166,154.7078042,35.72151607,167.9369787,25,1.58113883,0
110,3,2,110,155,B,0,177.5,154.7078042,35.72151607,177.8764721,26,0.707106781,0
111,3,2,111,156,B,0,181,154.7078042,35.72151607,179.214375,27,2.160246899,0
112,3,2,112,157,B,0,178.5,154.7078042,35.72151607,182.3059304,28,3.605551275,0
113,3,2,113,158,B,0,178.5,154.7078042,35.72151607,184.7165901,29,3.605551275,0
114,3,2,114,159,B,0,167.1176471,154.7078042,35.72151607,169.0336669,30,5.829690739,0
115,3,2,115,160,B,0,153,154.7078042,35.72151607,146.4968733,31,3.31662479,0
116,3,2,116,161,B,0,152.5,154.7078042,35.72151607,149.6693959,32,3.605551275,0
117,3,2,117,162,B,0,137,154.7078042,35.72151607,137.3488715,33,2.160246899,0
118,3,2,118,163,B,0,132.5,154.7078042,35.72151607,133.7390012,34,1.290994449,0
119,3,2,119,164,B,0,123,154.7078042,35.72151607,120.9479633,35,2.738612788,0
120,3,2,120,165,B,0,121,154.7078042,35.72151607,125.3543242,36,3.31662479,0
121,3,2,121,166,B,0,110,154.7078042,35.72151607,110.7452216,37,3.31662479,0
122,3,2,122,167,B,0,105.5,154.7078042,35.72151607,108.3736385,38,1.870828693,0
123,3,2,123,168,B,0,96.5,154.7078042,35.72151607,93.91179851,39,2.449489743,0
124,3,2,124,169,B,0,96.5,154.7078042,35.72151607,97.44411456,40,2.449489743,0
125,3,2,125,170,B,0,91.83333333,154.7078042,35.72151607,87.50796933,41,2.316606714,0
126,4,3,126,171,B,0,86.5,154.7078042,35.72151607,89.00610272,1,2.449489743,0
127,4,3,127,172,B,0,87.5,154.7078042,35.72151607,82.71626925,2,2.449489743,0
128,4,3,128,173,B,0,94,154.7078042,35.72151607,88.34574771,3,3.894440482,0
129,4,3,129,174,B,0,99.5,154.7078042,35.72151607,99.4270836,4,1.290994449,0
130,4,3,130,175,B,0,105.5,154.7078042,35.72151607,103.4592196,5,1.290994449,0
131,4,3,131,176,B,0,105,154.7078042,35.72151607,103.725782,6,2.738612788,0
132,4,3,132,177,B,0,108.5,154.7078042,35.72151607,109.7060733,7,1.290994449,0
133,4,3,133,178,B,0,123.8421053,154.7078042,35.72151607,130.6169795,8,5.871429486,0
134,4,3,134,179,B,0,145,154.7078042,35.72151607,150.9378376,9,4.242640687,0
135,4,3,135,180,B,0,154.4166667,154.7078042,35.72151607,150.4205992,10,3.75277675,0
136,4,3,136,181,B,0,159.6666667,154.7078042,35.72151607,160.4848434,11,5.163977795,0
137,4,3,137,182,B,0,174.5,154.7078042,35.72151607,172.6952469,12,3.027650354,0
138,4,3,138,183,B,0,180.5,154.7078042,35.72151607,184.2613086,13,3.027650354,0
139,4,3,139,184,B,0,181.5,154.7078042,35.72151607,191.905745,14,8.803408431,0
140,4,3,140,185,B,0,189,154.7078042,35.72151607,187.4647632,15,3.894440482,0
141,4,3,141,186,B,0,193,154.7078042,35.72151607,194.987149,16,2.160246899,0
142,4,3,142,187,B,0,189.5,154.7078042,35.72151607,194.0311182,17,4.183300133,0
143,4,3,143,188,B,0,200.5,154.7078042,35.72151607,201.4993711,18,5.916079783,0
144,4,3,144,189,B,0,198.9473684,154.7078042,35.72151607,207.3543647,19,5.720078517,0
145,4,3,145,190,B,0,205.8,154.7078042,35.72151607,205.6551446,20,6.296197683,0
146,4,3,146,191,B,0,205,154.7078042,35.72151607,202.1001126,21,3.894440482,0
147,4,3,147,192,B,0,207.5,154.7078042,35.72151607,207.6631638,22,2.449489743,0
148,4,3,148,193,B,0,209,154.7078042,35.72151607,206.0043472,23,1.58113883,0
149,4,3,149,194,B,0,212,154.7078042,35.72151607,211.3466204,24,2.160246899,0
150,4,3,150,195,B,0,207.5,154.7078042,35.72151607,204.5406797,25,3.605551275,0
151,4,3,151,196,B,0,196,154.7078042,35.72151607,189.8234297,26,4.472135955,0
152,4,3,152,197,B,0,197,154.7078042,35.72151607,196.33339,27,2.160246899,0
153,4,3,153,198,B,0,211,154.7078042,35.72151607,210.0788703,28,2.160246899,0
154,4,3,154,199,B,0,212,154.7078042,35.72151607,211.303666,29,2.738612788,0
155,4,3,155,200,B,0,206,154.7078042,35.72151607,206.5492325,30,2.738612788,0
156,4,3,156,201,B,0,195,154.7078042,35.72151607,194.5222096,31,2.738612788,0
157,4,3,157,202,B,0,194.5,154.7078042,35.72151607,194.5570071,32,2.449489743,0
158,4,3,158,203,B,0,192.9090909,154.7078042,35.72151607,186.708972,33,3.477198454,0
159,4,3,159,204,B,0,167.9047619,154.7078042,35.72151607,173.1285564,34,7.917731758,0
160,4,3,160,205,B,0,152.5555556,154.7078042,35.72151607,143.171426,35,6.16653418,0
161,4,3,161,206,B,0,143.5,154.7078042,35.72151607,145.2447686,36,4.760952286,0
162,4,3,162,207,B,0,143.5,154.7078042,35.72151607,144.3451686,37,4.760952286,0
163,4,3,163,208,B,0,142,154.7078042,35.72151607,139.3763827,38,3.31662479,0
164,4,3,164,209,B,0,142.5,154.7078042,35.72151607,141.9101702,39,3.027650354,0
165,4,3,165,210,B,0,146,154.7078042,35.72151607,152.6028485,40,5.049752469,0
166,4,3,166,211,B,0,141.75,154.7078042,35.72151607,129.8419496,41,4.062019202,0
167,4,3,167,212,B,0,129,154.7078042,35.72151607,129.5467518,42,1.58113883,0
168,5,4,168,213,B,0,122.5,154.7078042,35.72151607,121.9869853,1,0.707106781,0
169,5,4,169,214,B,0,111,154.7078042,35.72151607,110.5933137,2,2.738612788,0
170,5,4,170,215,B,0,112.5,154.7078042,35.72151607,110.5260981,3,1.870828693,0
171,5,4,171,216,B,0,127.5,154.7078042,35.72151607,124.2080024,4,2.449489743,0
172,5,4,172,217,B,0,137,154.7078042,35.72151607,137.3387758,5,1.58113883,0
173,5,4,173,218,B,0,141.5,154.7078042,35.72151607,150.050156,6,4.7644517,0
174,5,4,174,219,B,0,148.5454545,154.7078042,35.72151607,147.6970464,7,5.106146029,0
175,5,4,175,220,B,0,176.5,154.7078042,35.72151607,176.8496611,8,0.707106781,0
176,5,4,176,221,B,0,190,154.7078042,35.72151607,191.4408833,9,1.58113883,0
177,5,4,177,224,B,0,216.8333333,154.7078042,35.72151607,214.202874,10,3.311595789,0
178,5,4,178,225,B,0,207.3333333,154.7078042,35.72151607,208.3652519,11,2.081665999,0
179,5,4,179,226,B,0,206.5,154.7078042,35.72151607,207.0142332,12,1.870828693,0
180,5,4,180,227,B,0,208.5,154.7078042,35.72151607,206.3861683,13,3.605551275,0
181,5,4,181,228,B,0,229,154.7078042,35.72151607,229.3940434,14,1.58113883,0
182,5,4,182,229,B,0,227,154.7078042,35.72151607,229.212069,15,2.738612788,0
183,5,4,183,230,B,0,226.5,154.7078042,35.72151607,230.7227894,16,3.605551275,0
184,5,4,184,231,B,0,220.6666667,154.7078042,35.72151607,220.1826739,17,1.527525232,0
185,5,4,185,232,B,0,217.5,154.7078042,35.72151607,217.169545,18,1.290994449,0
186,5,4,186,233,B,0,218,154.7078042,35.72151607,218.9013088,19,1,0
187,5,4,187,234,B,0,220.5,154.7078042,35.72151607,221.9310547,20,1.870828693,0
188,5,4,188,235,B,0,219.0833333,154.7078042,35.72151607,225.860071,21,4.316107955,0
189,5,4,189,236,B,0,217.4615385,154.7078042,35.72151607,217.1363354,22,6.923575481,0
190,5,4,190,237,B,0,223.5,154.7078042,35.72151607,222.3366635,23,1.870828693,0
191,5,4,191,238,B,0,211.4,154.7078042,35.72151607,222.7282782,24,4.115013163,0
192,5,4,192,239,B,0,203,154.7078042,35.72151607,196.1000616,25,3.651483717,0
193,5,4,193,240,B,0,205.5,154.7078042,35.72151607,206.7579493,26,3.027650354,0
194,5,4,194,241,B,0,214,154.7078042,35.72151607,214.0393074,27,4.472135955,0
195,5,4,195,242,B,0,197.6363636,154.7078042,35.72151607,201.6751752,28,4.056420276,0
196,5,4,196,243,B,0,189.8,154.7078042,35.72151607,188.0538348,29,1.923538406,0
197,5,4,197,244,B,0,185,154.7078042,35.72151607,183.2932711,30,2.927700219,0
198,5,4,198,245,B,0,182,154.7078042,35.72151607,182.1837886,31,6.08276253,0
199,5,4,199,246,B,0,173,154.7078042,35.72151607,168.9045927,32,3.31662479,0
200,5,4,200,247,B,0,165.5,154.7078042,35.72151607,166.2039687,33,1.870828693,0
201,5,4,201,248,B,0,166,154.7078042,35.72151607,165.8981728,34,1,0
202,5,4,202,249,B,0,167,154.7078042,35.72151607,168.4150082,35,2.160246899,0
203,5,4,203,250,B,0,152.5,154.7078042,35.72151607,148.097774,36,3.027650354,0
204,5,4,204,251,B,0,145.2,154.7078042,35.72151607,145.5130723,37,1.923538406,0
205,5,4,205,252,B,0,133.4444444,154.7078042,35.72151607,132.973057,38,3.431876714,0
206,5,4,206,253,B,0,130.5,154.7078042,35.72151607,128.1892499,39,1.870828693,0
207,5,4,207,254,B,0,119.7142857,154.7078042,35.72151607,117.0478406,40,2.870208222,0
208,5,4,208,255,B,0,114.5,154.7078042,35.72151607,113.2086065,41,1.290994449,0
209,5,4,209,256,B,0,111.4166667,154.7078042,35.72151607,116.972932,42,3.75277675,0
210,6,5,210,257,B,0,114.1666667,154.7078042,35.72151607,114.1699471,1,2.316606714,0
211,6,5,211,258,B,0,113.5,154.7078042,35.72151607,116.4306093,2,4.183300133,0
212,6,5,212,259,B,0,116.5,154.7078042,35.72151607,120.6249997,3,3.027650354,0
213,6,5,213,260,B,0,122.5714286,154.7078042,35.72151607,121.3910955,4,2.992052966,0
214,6,5,214,261,B,0,147.5,154.7078042,35.72151607,155.2452479,5,5.916079783,0
215,6,5,215,262,B,0,162.5,154.7078042,35.72151607,162.3371954,6,2.449489743,0
216,6,5,216,263,B,0,172.5,154.7078042,35.72151607,176.7382687,7,7.071067812,0
217,6,5,217,264,B,0,166.5,154.7078042,35.72151607,159.6431156,8,4.760952286,0
218,6,5,218,265,B,0,171.2666667,154.7078042,35.72151607,163.7652473,9,7.401415566,0
219,6,5,219,266,B,0,177.6666667,154.7078042,35.72151607,168.6528308,10,5.656854249,0
220,6,5,220,267,B,0,160.44,154.7078042,35.72151607,165.9769634,11,8.144937078,0
221,6,5,221,268,B,0,148.4444444,154.7078042,35.72151607,147.2108211,12,3.574601765,0
222,6,5,222,269,B,0,146,154.7078042,35.72151607,140.0786824,13,5.049752469,0
223,6,5,223,270,B,0,153,154.7078042,35.72151607,150.2330115,14,1.58113883,0
224,6,5,224,271,B,0,163.5,154.7078042,35.72151607,168.00421,15,5.338539126,0
225,6,5,225,272,B,0,175,154.7078042,35.72151607,177.4638239,16,3.894440482,0
226,6,5,226,273,B,0,176.4,154.7078042,35.72151607,166.6416352,17,5.329165038,0
227,6,5,227,274,B,0,181.16,154.7078042,35.72151607,171.1876574,18,7.624959016,0
228,6,5,228,275,B,0,170.8,154.7078042,35.72151607,171.787894,19,7.052186422,0
229,6,5,229,276,B,0,167,154.7078042,35.72151607,158.7029382,20,4.163331999,0
230,6,5,230,277,B,0,169.5,154.7078042,35.72151607,167.6528959,21,3.027650354,0
231,6,5,231,278,B,0,172,154.7078042,35.72151607,168.0868547,22,5.049752469,0
232,6,5,232,279,B,0,159,154.7078042,35.72151607,161.2614121,23,5.049752469,0
233,6,5,233,280,B,0,167,154.7078042,35.72151607,166.7067796,24,1.58113883,0
234,6,5,234,281,B,0,170.6,154.7078042,35.72151607,170.1031465,25,3.204163958,0
235,6,5,235,282,B,0,173,154.7078042,35.72151607,172.3599325,26,2.160246899,0
236,6,5,236,283,B,0,175.875,154.7078042,35.72151607,164.1418138,27,5.667892024,0
237,6,5,237,284,B,0,171.5,154.7078042,35.72151607,184.0607819,28,11.11305539,0
238,6,5,238,285,B,0,176,154.7078042,35.72151607,179.1540251,29,8.514693183,0
239,6,5,239,286,B,0,168.5,154.7078042,35.72151607,168.8715394,30,4.183300133,0
240,6,5,240,287,B,0,167.5,154.7078042,35.72151607,170.8230058,31,5.338539126,0
241,6,5,241,288,B,0,154.5,154.7078042,35.72151607,158.4408335,32,2.449489743,0
242,6,5,242,289,B,0,138.5,154.7078042,35.72151607,139.9512849,33,0.707106781,0
243,6,5,243,290,B,0,133.5714286,154.7078042,35.72151607,133.7194886,34,2.992052966,0
244,6,5,244,291,B,0,126,154.7078042,35.72151607,125.5361579,35,1.58113883,0
245,6,5,245,292,B,0,123.5,154.7078042,35.72151607,123.2517261,36,1.290994449,0
246,6,5,246,293,B,0,121,154.7078042,35.72151607,125.1954388,37,2.738612788,0
247,6,5,247,294,B,0,108.5,154.7078042,35.72151607,112.4353921,38,2.449489743,0
248,6,5,248,295,B,0,110,154.7078042,35.72151607,108.9692829,39,2.160246899,0
249,6,5,249,296,B,0,107.5,154.7078042,35.72151607,105.4260772,40,1.870828693,0
250,6,5,250,297,B,0,107,154.7078042,35.72151607,105.0572814,41,2.160246899,0
251,7,6,251,298,B,0,96,154.7078042,35.72151607,93.24214667,1,3.31662479,0
252,7,6,252,299,B,0,99.5,154.7078042,35.72151607,99.85602114,2,1.290994449,0
253,7,6,253,300,B,0,115,154.7078042,35.72151607,117.190202,3,3.31662479,0
254,7,6,254,301,B,0,116.5,154.7078042,35.72151607,121.6314397,4,3.605551275,0
255,7,6,255,302,B,0,131.125,154.7078042,35.72151607,129.9330286,5,2.90012315,0
256,7,6,256,303,B,0,138.5,154.7078042,35.72151607,139.4364326,6,1.290994449,0
257,7,6,257,304,B,0,140,154.7078042,35.72151607,139.4253175,7,1.58113883,0
258,7,6,258,305,B,0,152.6666667,154.7078042,35.72151607,152.9160955,8,3.055050463,0
259,7,6,259,306,B,0,164.1111111,154.7078042,35.72151607,157.8036982,9,2.934469477,0
260,7,6,260,307,B,0,178.3571429,154.7078042,35.72151607,180.8190356,10,6.058778029,0
261,7,6,261,308,B,0,190.875,154.7078042,35.72151607,185.8338301,11,3.270539492,0
262,7,6,262,309,B,0,193.4,154.7078042,35.72151607,197.9514533,12,2.701851217,0
263,7,6,263,310,B,0,203,154.7078042,35.72151607,203.1293009,13,3.31662479,0
264,7,6,264,311,B,0,203.5,154.7078042,35.72151607,200.7029951,14,3.605551275,0
265,7,6,265,312,B,0,196,154.7078042,35.72151607,195.8966587,15,1,0
266,7,6,266,313,B,0,197,154.7078042,35.72151607,195.7774505,16,1,0
267,7,6,267,314,B,0,203,154.7078042,35.72151607,205.8755638,17,3.31662479,0
268,7,6,268,315,B,0,199.8181818,154.7078042,35.72151607,202.4196057,18,3.600505015,0
269,7,6,269,316,B,0,197.5,154.7078042,35.72151607,194.2138996,19,4.183300133,0
270,7,6,270,317,B,0,206.5,154.7078042,35.72151607,198.9644386,20,4.760952286,0
271,7,6,271,318,B,0,200.5,154.7078042,35.72151607,200.5074732,21,1.290994449,0
272,7,6,272,319,B,0,195,154.7078042,35.72151607,193.8191402,22,3.535533906,0
273,7,6,273,320,B,0,180.5,154.7078042,35.72151607,173.5757468,23,5.338539126,0
274,7,6,274,321,B,0,173.3,154.7078042,35.72151607,173.4863298,24,8.300602388,0
275,7,6,275,322,B,0,159.5,154.7078042,35.72151607,158.5852161,25,3.605551275,0
276,7,6,276,323,B,0,170,154.7078042,35.72151607,179.6826074,26,4.472135955,0
277,7,6,277,324,B,0,165.5,154.7078042,35.72151607,166.8310658,27,1.870828693,0
278,7,6,278,325,B,0,158,154.7078042,35.72151607,156.9189416,28,3.31662479,0
279,7,6,279,326,B,0,158.5,154.7078042,35.72151607,161.841168,29,4.183300133,0
280,7,6,280,327,B,0,144.5,154.7078042,35.72151607,144.1797186,30,4.183300133,0
281,7,6,281,328,B,0,144.5,154.7078042,35.72151607,143.728488,31,3.027650354,0
282,7,6,282,329,B,0,142,154.7078042,35.72151607,138.1881863,32,2.160246899,0
283,7,6,283,330,B,0,132.75,154.7078042,35.72151607,133.9954025,33,2.915475947,0
284,7,6,284,331,B,0,127,154.7078042,35.72151607,126.3957762,34,3.31662479,0
285,7,6,285,332,B,0,120,154.7078042,35.72151607,125.6375333,35,3.894440482,0
286,7,6,286,333,B,0,118,154.7078042,35.72151607,117.6096391,36,3.894440482,0
287,7,6,287,334,B,0,103.5,154.7078042,35.72151607,104.0786689,37,1.870828693,0
288,7,6,288,335,B,0,100,154.7078042,35.72151607,102.0676068,38,3.31662479,0
289,7,6,289,336,B,0,94.5,154.7078042,35.72151607,95.10320112,39,1.870828693,0
290,1,7,290,43,R,1,103.5,123.7647703,46.36538067,99.75701204,1,3.605551275,0
291,1,7,291,44,R,1,102.2,123.7647703,46.36538067,98.49345257,2,2.588435821,0
292,1,7,292,45,R,1,121.9473684,123.7647703,46.36538067,124.4391332,3,12.3714442,0
293,1,7,293,46,R,1,128,123.7647703,46.36538067,116.5268443,4,25.11971337,0
294,1,7,294,47,R,1,142,123.7647703,46.36538067,161.5079213,5,25.11971337,0
295,1,7,295,48,R,1,151.2,123.7647703,46.36538067,148.1621791,6,3.1144823,0
296,1,7,296,49,R,1,150.8333333,123.7647703,46.36538067,154.7656454,7,3.060501048,0
297,1,7,297,50,R,1,162.5714286,123.7647703,46.36538067,162.3597694,8,5.892815518,0
298,1,7,298,51,R,1,165.3333333,123.7647703,46.36538067,163.6129035,9,7.234178138,0
299,1,7,299,52,R,1,167.2,123.7647703,46.36538067,163.2384458,10,11.64903429,0
300,1,7,300,53,R,1,174,123.7647703,46.36538067,188.750588,11,11.64903429,0
301,1,7,301,54,R,1,186.125,123.7647703,46.36538067,181.4254065,12,6.379375249,0
302,1,7,302,55,R,1,192,123.7647703,46.36538067,187.1539965,13,4.847679857,0
303,1,7,303,56,R,1,185.4285714,123.7647703,46.36538067,184.4748928,14,3.505098328,0
304,1,7,304,57,R,1,189.2,123.7647703,46.36538067,187.7339358,15,4.541169698,0
