,X,newY
102,102,155.969966
103,103,158.8395629
104,104,158.7573313
105,105,161.5851584
106,106,177.6892854
107,107,175.0385577
108,108,162.9033778
109,109,167.9369787
110,110,177.8764721
111,111,179.214375
112,112,182.3059304
113,113,184.7165901
114,114,169.0336669
115,115,146.4968733
116,116,149.6693959
117,117,137.3488715
118,118,133.7390012
119,119,120.9479633
120,120,125.3543242
121,121,110.7452216
122,122,108.3736385
123,123,93.91179851
124,124,97.44411456
125,125,87.50796933
126,126,89.00610272
127,127,82.71626925
128,128,88.34574771
129,129,99.4270836
130,130,103.4592196
131,131,103.725782
132,132,109.7060733
133,133,130.6169795
134,134,150.9378376
135,135,150.4205992
136,136,160.4848434
137,137,172.6952469
138,138,184.2613086
139,139,191.905745
140,140,187.4647632
141,141,194.987149
142,142,194.0311182
143,143,201.4993711
144,144,207.3543647
145,145,205.6551446
146,146,202.1001126
147,147,207.6631638
148,148,206.0043472
149,149,211.3466204
150,150,204.5406797
151,151,189.8234297
152,152,196.33339
153,153,210.0788703
154,154,211.303666
155,155,206.5492325
156,156,194.5222096
157,157,194.5570071
158,158,186.708972
159,159,173.1285564
160,160,143.171426
161,161,145.2447686
162,162,144.3451686
163,163,139.3763827
164,164,141.9101702
165,165,152.6028485
166,166,129.8419496
167,167,129.5467518
168,168,121.9869853
169,169,110.5933137
170,170,110.5260981
171,171,124.2080024
172,172,137.3387758
173,173,150.050156
174,174,147.6970464
175,175,176.8496611
176,176,191.4408833
177,177,214.202874
178,178,208.3652519
179,179,207.0142332
180,180,206.3861683
181,181,229.3940434
182,182,229.212069
183,183,230.7227894
184,184,220.1826739
185,185,217.169545
186,186,218.9013088
187,187,221.9310547
188,188,225.860071
189,189,217.1363354
190,190,222.3366635
191,191,222.7282782
192,192,196.1000616
193,193,206.7579493
194,194,214.0393074
195,195,201.6751752
196,196,188.0538348
197,197,183.2932711
198,198,182.1837886
199,199,168.9045927
200,200,166.2039687
201,201,165.8981728
202,202,168.4150082
203,203,148.097774
204,204,145.5130723
205,205,132.973057
206,206,128.1892499
207,207,117.0478406
208,208,113.2086065
209,209,116.972932
210,210,114.1699471
211,211,116.4306093
212,212,120.6249997
213,213,121.3910955
214,214,155.2452479
215,215,162.3371954
216,216,176.7382687
217,217,159.6431156
218,218,163.7652473
219,219,168.6528308
220,220,165.9769634
221,221,147.2108211
222,222,140.0786824
223,223,150.2330115
224,224,168.00421
225,225,177.4638239
226,226,166.6416352
227,227,171.1876574
228,228,171.787894
229,229,158.7029382
230,230,167.6528959
231,231,168.0868547
232,232,161.2614121
233,233,166.7067796
234,234,170.1031465
235,235,172.3599325
236,236,164.1418138
237,237,184.0607819
238,238,179.1540251
239,239,168.8715394
240,240,170.8230058
241,241,158.4408335
242,242,139.9512849
243,243,133.7194886
244,244,125.5361579
245,245,123.2517261
246,246,125.1954388
247,247,112.4353921
248,248,108.9692829
249,249,105.4260772
250,250,105.0572814
251,251,93.24214667
252,252,99.85602114
253,253,117.190202
254,254,121.6314397
255,255,129.9330286
256,256,139.4364326
257,257,139.4253175
258,258,152.9160955
259,259,157.8036982
260,260,180.8190356
261,261,185.8338301
262,262,197.9514533
263,263,203.1293009
264,264,200.7029951
265,265,195.8966587
266,266,195.7774505
267,267,205.8755638
268,268,202.4196057
269,269,194.2138996
270,270,198.9644386
271,271,200.5074732
272,272,193.8191402
273,273,173.5757468
274,274,173.4863298
275,275,158.5852161
276,276,179.6826074
277,277,166.8310658
278,278,156.9189416
279,279,161.841168
280,280,144.1797186
281,281,143.728488
282,282,138.1881863
283,283,133.9954025
284,284,126.3957762
285,285,125.6375333
286,286,117.6096391
287,287,104.0786689
288,288,102.0676068
289,289,95.10320112
290,290,99.75701204
291,291,98.49345257
292,292,124.4391332
293,293,116.5268443
294,294,161.5079213
295,295,148.1621791
296,296,154.7656454
297,297,162.3597694
298,298,163.6129035
299,299,163.2384458
300,300,188.750588
301,301,181.4254065
302,302,187.1539965
303,303,184.4748928
304,304,187.7339358
305,305,196.5390627
306,306,195.3812674
307,307,196.8696813
308,308,196.1351463
309,309,193.1329754
310,310,188.620028
311,311,196.8077437
312,312,201.9214865
313,313,203.4727862
314,314,205.2727842
315,315,204.1592675
316,316,209.3471533
317,317,227.6004009
318,318,206.9544642
319,319,216.5150134
320,320,198.5225777
321,321,219.210291
322,322,179.4796501
323,323,171.116923
324,324,144.103121
325,325,153.4748278
326,326,136.4800591
327,327,134.2898283
328,328,135.1539484
329,329,134.9249317
330,330,133.2526006
331,331,127.9909752
332,332,120.8808462
333,333,130.9840191
334,334,138.4388402
335,335,132.2762545
336,336,135.1230965
337,337,147.0216909
338,338,133.4430768
339,339,159.2873792
340,340,155.935153
341,341,147.0723018
342,342,151.7724438
343,343,156.5263831
344,344,158.0113975
345,345,165.5025163
346,346,175.3581963
347,347,170.3490472
348,348,173.0489749
349,349,147.7273757
350,350,177.1577817
351,351,180.4883997
352,352,192.1496138
353,353,195.8716607
354,354,199.3304735
355,355,197.746123
356,356,193.5432366
357,357,201.9795331
358,358,214.8755861
359,359,214.3260291
360,360,222.3110491
361,361,210.4095916
362,362,214.4110194
363,363,206.4708627
364,364,200.250891
365,365,182.4016831
366,366,200.8157955
367,367,160.4503963
368,368,160.7795088
369,369,170.4536772
370,370,166.7075948
371,371,158.7979088
372,372,129.3501858
373,373,116.7317348
374,374,123.8355819
375,375,118.5870414
376,376,117.2043938
377,377,117.3793097
378,378,112.4018962
379,379,113.3237912
380,380,118.8895362
381,381,117.4380009
382,382,120.3510926
383,383,147.9676691
384,384,160.1228633
385,385,165.4207749
386,386,162.7380029
387,387,159.365309
388,388,187.971904
389,389,177.6422515
390,390,168.4920822
391,391,165.0982252
392,392,169.8108213
393,393,169.0494753
394,394,165.5731956
395,395,174.0823631
396,396,179.4640604
397,397,180.4139871
398,398,197.263649
399,399,175.7565867
400,400,190.7906984
401,401,195.7578649
402,402,191.4889461
403,403,194.3762075
404,404,193.2611884
405,405,194.3086856
406,406,197.0082245
407,407,166.308393
408,408,151.7488905
409,409,149.6514611
410,410,142.9729983
411,411,135.8963331
412,412,133.6697751
413,413,105.3669707
414,414,95.29945411
415,415,103.2319545
416,416,93.62661229
417,417,93.33162429
418,418,98.76860008
419,419,105.0065163
420,420,100.8633746
421,421,94.56643462
422,422,94.46675004
423,423,99.13197621
424,424,112.6157063
425,425,113.9928376
426,426,133.7162675
427,427,139.6082199
428,428,137.5383716
429,429,143.9333368
430,430,150.6243946
431,431,152.341026
432,432,176.8000847
433,433,169.3775412
434,434,174.0222757
435,435,181.9498263
436,436,167.5762637
437,437,185.2915559
438,438,171.1111642
439,439,187.680626
440,440,186.5160962
441,441,205.7143789
442,442,208.0964151
443,443,207.5003864
444,444,205.9817085
445,445,194.3378848
446,446,187.5913457
447,447,198.3315354
448,448,198.0829816
449,449,200.8943632
450,450,192.638265
451,451,186.721699
452,452,204.1975791
453,453,199.9166845
454,454,178.9318662
455,455,181.3289679
456,456,165.3177943
457,457,172.1306665
458,458,170.5003281
459,459,150.4339504
460,460,74.48920667
461,461,156.2699085
462,462,80.4611618
463,463,80.64895624
464,464,73.63629105
465,465,69.65755587
466,466,70.79117774
467,467,103.283229
468,468,102.0383225
469,469,130.7191709
470,470,174.8340024
471,471,137.8145991
472,472,152.9106165
473,473,150.9605236
474,474,161.6817663
475,475,166.701819
476,476,169.3107916
477,477,153.1029845
478,478,186.1845235
479,479,196.5788656
480,480,187.293936
481,481,187.7074367
482,482,195.0496073
483,483,197.4588231
484,484,208.1963967
485,485,197.4638007
486,486,195.9347257
487,487,194.104747
488,488,199.983451
489,489,195.8334435
490,490,203.1584154
491,491,196.753351
492,492,203.2587125
493,493,196.5473714
494,494,208.7126146
495,495,214.0832937
496,496,216.6103906
497,497,192.3780807
498,498,174.6501759
499,499,179.1753714
500,500,162.8277731
501,501,128.286896
502,502,161.8840474
503,503,141.8806587
504,504,136.4354481
505,505,139.0520689
506,506,136.3612168
507,507,134.487676
508,508,129.3505089
509,509,126.0984569
510,510,131.6493663
511,511,137.5956958
512,512,129.3609297
513,513,136.3531896
514,514,119.2462899
515,515,132.9863882
516,516,156.6456378
517,517,154.0205238
518,518,172.1683389
519,519,157.2725756
520,520,150.6188301
521,521,153.7587213
522,522,158.5305348
523,523,178.2223286
524,524,169.6672679
525,525,171.9215725
526,526,169.0411595
527,527,175.6159357
528,528,195.0047848
529,529,192.1458011
530,530,192.9764339
531,531,197.890403
532,532,200.3714797
533,533,193.1398683
534,534,202.98489
535,535,207.8187097
536,536,214.8597762
537,537,200.1364866
538,538,212.7988794
539,539,215.6689379
540,540,193.5046482
541,541,200.401647
542,542,189.0902303
543,543,188.3630548
544,544,156.1782681
545,545,157.8914917
546,546,147.8420212
547,547,152.52506
548,548,139.7897807
549,549,152.5948195
550,550,117.3409687
551,551,120.30684
552,552,119.3416195
553,553,117.8336326
554,554,116.831965
555,555,117.0525335
556,556,111.655942
557,557,116.9009692
558,558,118.0221858
559,559,143.9379005
560,560,128.5749435
561,561,155.079739
562,562,155.9503323
563,563,168.1007354
564,564,162.8931696
565,565,184.5380336
566,566,178.2017618
567,567,167.8732543
568,568,166.3895124
569,569,169.7768773
570,570,162.9889468
571,571,166.946292
572,572,174.2914596
573,573,185.2475915
574,574,179.6763422
575,575,190.8332321
576,576,184.7916683
577,577,193.7382649
578,578,196.0291789
579,579,190.8366829
580,580,193.306444
581,581,197.7770214
582,582,196.3352971
583,583,187.6366411
584,584,154.6165887
585,585,158.7396324
586,586,146.4553714
587,587,141.7229604
588,588,138.4497344
589,589,131.7587695
590,590,107.3478934
591,591,107.9525288
592,592,91.42435456
593,593,87.98106843
594,594,87.56333571
595,595,102.4466075
596,596,105.3884517
597,597,121.4114244
598,598,132.5273721
599,599,135.3246594
600,600,157.3931692
601,601,159.4194764
602,602,182.5693118
603,603,179.5164927
604,604,171.8391495
605,605,169.277616
606,606,172.8900254
607,607,183.8048541
608,608,188.8521849
609,609,188.1113656
610,610,192.0043441
611,611,187.3156994
612,612,196.8875262
613,613,185.0245114
614,614,186.0165118
615,615,178.9819917
616,616,197.4096349
617,617,197.1480913
618,618,200.521324
619,619,198.4856713
620,620,195.5145466
621,621,184.0627165
622,622,175.2747317
623,623,155.4623317
624,624,149.6254008
625,625,142.3579692
626,626,148.5662181
627,627,142.6408653
628,628,141.1717537
629,629,139.5671731
630,630,145.5657954
631,631,134.4208528
632,632,129.01886
633,633,121.2530853
634,634,115.2962986
635,635,104.6001126
636,636,112.8650483
637,637,91.96655007
638,638,95.65659927
639,639,101.8578501
640,640,98.19211963
641,641,111.5471801
642,642,125.9707656
643,643,135.9677195
644,644,143.2792753
645,645,153.6475617
646,646,160.9911743
647,647,172.5190762
648,648,180.5214853
649,649,188.7713848
650,650,181.7942776
651,651,184.3469978
652,652,191.3699478
653,653,186.8933758
654,654,188.2707226
655,655,187.7435887
656,656,176.6020993
657,657,172.2716021
658,658,176.9126409
659,659,174.6767623
660,660,171.9242351
661,661,198.1485183
662,662,196.7920918
663,663,195.5824218
664,664,169.3409853
665,665,168.1862917
666,666,166.3118552
667,667,153.3509709
668,668,145.2778004
669,669,134.3641123
670,670,139.9646341
671,671,141.1325881
672,672,116.5114563
673,673,110.4619719
674,674,109.2676221
675,675,101.4590581
676,676,99.57093993
677,677,101.4620754
678,678,101.6889706
679,679,113.607691
680,680,108.8110292
681,681,112.1608533
682,682,121.2852675
683,683,118.0892885
684,684,123.0132411
685,685,142.1436076
686,686,147.0784424
687,687,151.0567122
688,688,165.0801403
689,689,145.8941942
690,690,149.4274457
691,691,169.9556373
692,692,162.1622349
693,693,149.1750481
694,694,154.7899883
695,695,153.2910389
696,696,151.1902117
697,697,164.6400612
698,698,169.1880418
699,699,167.3615454
700,700,160.7263192
701,701,167.8284494
702,702,177.2697829
703,703,180.6726905
704,704,187.7690847
705,705,177.2534321
706,706,171.3633796
707,707,151.7735493
708,708,148.2993532
709,709,136.5499224
710,710,132.0493562
711,711,124.9849182
712,712,122.5332954
713,713,111.5318583
714,714,105.6134813
715,715,95.68577683
716,716,93.2439881
717,717,87.76349456
718,718,86.54085057
719,719,88.58676766
720,720,92.03201999
721,721,99.78295527
722,722,107.3582582
723,723,105.5214507
724,724,108.0345618
725,725,120.5936847
726,726,144.3067575
727,727,154.4520981
728,728,155.7307869
729,729,173.3347832
730,730,185.3133476
731,731,187.3832848
732,732,187.3201156
733,733,196.2209598
734,734,181.5054084
735,735,197.4218771
736,736,206.1635767
737,737,197.2234539
738,738,205.0187056
739,739,207.6284216
740,740,206.4798276
741,741,209.8992505
742,742,202.7186934
743,743,196.6448645
744,744,198.3746441
745,745,211.8475434
746,746,209.7138702
747,747,201.7830252
748,748,196.8048763
749,749,189.7606824
750,750,196.2606241
751,751,162.9571425
752,752,156.3530338
753,753,148.0280209
754,754,151.0263474
755,755,144.5315392
756,756,139.2331482
757,757,144.9625676
758,758,144.2648404
759,759,130.3124581
760,760,122.3786208
761,761,107.3995868
762,762,112.3372905
763,763,123.7880263
764,764,139.1608486
765,765,142.2401183
766,766,147.8827527
767,767,175.0785633
768,768,190.0073917
769,769,216.237988
770,770,206.9799215
771,771,208.0773108
772,772,205.4311957
773,773,230.079979
774,774,220.0486145
775,775,223.7069821
776,776,219.3390502
777,777,219.8546838
778,778,219.006854
779,779,223.9125443
780,780,223.8431847
781,781,225.3273182
782,782,222.2173363
783,783,207.6105482
784,784,199.7457064
785,785,208.2226865
786,786,214.534107
787,787,201.7633986
788,788,188.3725753
789,789,182.9529042
790,790,182.9206819
791,791,173.0550524
792,792,165.4237985
793,793,164.1281019
794,794,166.3113514
795,795,154.3317505
796,796,144.0209434
797,797,137.8110744
798,798,131.118542
799,799,123.2506617
800,800,112.54015
801,801,112.4674653
802,802,113.1635798
803,803,115.8366183
804,804,114.8018282
805,805,123.8533198
806,806,134.8293153
807,807,165.4360062
808,808,169.2910394
809,809,166.6188396
810,810,167.363471
811,811,182.608944
812,812,166.375481
813,813,147.193874
814,814,151.4850309
815,815,153.4183887
816,816,171.6999781
817,817,172.0508518
818,818,168.2963118
819,819,180.1044925
820,820,180.2768987
821,821,169.1054947
822,822,171.9800015
823,823,178.0053436
824,824,159.359547
825,825,167.9295139
826,826,168.2766576
827,827,169.434705
828,828,179.0587975
829,829,159.845848
830,830,186.7792831
831,831,173.8683545
832,832,174.1438149
833,833,157.6063859
834,834,137.66091
835,835,135.2784221
836,836,128.7464192
837,837,125.024427
838,838,119.3091107
839,839,104.6650692
840,840,108.7823946
841,841,105.3826071
842,842,108.7469282
843,843,93.50171127
844,844,98.18586164
845,845,114.3987091
846,846,115.6742714
847,847,131.6532027
848,848,136.9357441
849,849,139.3213124
850,850,148.4525956
851,851,164.1942657
852,852,181.1147903
853,853,189.1399284
854,854,193.6591977
855,855,200.7516729
856,856,200.2745969
857,857,195.3003006
858,858,194.9752897
859,859,205.0192655
860,860,208.9629396
861,861,197.7528966
862,862,211.4762218
863,863,199.9612897
864,864,190.7560084
865,865,191.3938674
866,866,172.5317525
867,867,154.0520888
868,868,167.5421253
869,869,164.4070479
870,870,158.4400724
871,871,160.4466831
872,872,142.050304
873,873,146.0927345
874,874,141.1492796
875,875,131.8998716
876,876,123.4624622
877,877,118.5130311
878,878,114.7189767
879,879,102.8531507
880,880,102.6391639
881,881,95.51800602
882,882,110.2950484
883,883,98.31718447
884,884,120.3414253
885,885,185.248022
886,886,184.4617293
887,887,150.7842697
888,888,148.3589739
889,889,160.2566473
890,890,181.3273835
891,891,151.0925622
892,892,174.7731051
893,893,181.7965664
894,894,182.564561
895,895,189.1136312
896,896,189.8329045
897,897,194.9305874
898,898,196.9117124
899,899,206.5375626
900,900,197.8259092
901,901,196.3266464
902,902,203.8499103
903,903,203.5886382
904,904,198.5154308
905,905,202.7305579
906,906,214.1482826
907,907,201.9881485
908,908,208.9196481
909,909,210.0784795
910,910,217.3056104
911,911,216.7069125
912,912,223.8925241
913,913,210.247701
914,914,179.2681599
915,915,141.7414696
916,916,127.0415703
917,917,137.0415179
918,918,143.0761385
919,919,137.0422471
920,920,134.8097614
921,921,134.705202
922,922,135.5188399
923,923,130.5305551
924,924,125.9128092
925,925,129.8195675
926,926,132.8963619
927,927,126.9123282
928,928,128.6809437
929,929,136.577411
930,930,135.8404407
931,931,135.5013211
932,932,145.7931275
933,933,157.0157435
934,934,141.7193952
935,935,144.9133572
936,936,155.8376506
937,937,167.5406756
938,938,179.0641445
939,939,168.0942625
940,940,165.6970146
941,941,159.5481115
942,942,167.8507083
943,943,185.4231545
944,944,189.9157823
945,945,193.0332064
946,946,198.412896
947,947,197.6702874
948,948,202.9582579
949,949,206.5136495
950,950,210.8429081
951,951,225.3771849
952,952,220.0586181
953,953,205.2479551
954,954,214.5726932
955,955,194.717984
956,956,193.9427087
957,957,182.9305878
958,958,172.8790753
959,959,185.3242732
960,960,155.061696
961,961,166.2744883
962,962,155.4517635
963,963,126.461211
964,964,132.321357
965,965,120.0035633
966,966,119.612539
967,967,122.2464128
968,968,116.0355196
969,969,112.452781
970,970,117.3590902
971,971,112.3726217
972,972,111.4989086
973,973,117.0166502
974,974,124.0811333
975,975,155.8160195
976,976,153.9882614
977,977,166.1168546
978,978,163.7344845
979,979,161.5989929
980,980,159.3725964
981,981,172.0127548
982,982,167.9791258
983,983,161.6562631
984,984,168.8463916
985,985,166.5430207
986,986,167.0617385
987,987,175.2951386
988,988,177.8095796
989,989,177.1140421
990,990,188.1522579
991,991,185.4920202
992,992,191.0356092
993,993,189.0341551
994,994,191.2246649
995,995,193.9001832
996,996,198.0296567
997,997,193.8140811
998,998,194.4707863
999,999,180.1099237
1000,1000,159.0528122
1001,1001,145.8245721
1002,1002,143.1710198
1003,1003,138.1396716
1004,1004,134.8674383
1005,1005,104.1718513
1006,1006,101.1880298
1007,1007,96.21381673
1008,1008,96.65600273
1009,1009,100.4075989
1010,1010,103.622304
1011,1011,101.6612866
1012,1012,99.59240475
1013,1013,92.88798379
1014,1014,97.82589389
1015,1015,98.0605568
1016,1016,81.34275693
1017,1017,126.3529263
1018,1018,125.1705969
1019,1019,131.2045682
1020,1020,135.4805847
1021,1021,139.0038658
1022,1022,146.4709868
1023,1023,135.677848
1024,1024,169.042771
1025,1025,180.918755
1026,1026,181.7457055
1027,1027,180.4464199
1028,1028,174.3044381
1029,1029,178.1127202
1030,1030,174.0887929
1031,1031,187.4417092
1032,1032,187.9783864
1033,1033,204.9474197
1034,1034,194.6972021
1035,1035,209.5653151
1036,1036,207.0337463
1037,1037,198.2161461
1038,1038,182.0533938
1039,1039,197.1825317
1040,1040,197.4879676
1041,1041,200.5832615
1042,1042,179.6176351
1043,1043,199.9305635
1044,1044,202.7936407
1045,1045,214.5081929
1046,1046,196.3944373
1047,1047,177.0661083
1048,1048,163.2325192
1049,1049,172.1400763
1050,1050,158.5219658
1051,1051,94.8910937
1052,1052,75.57202804
1053,1053,101.7352034
1054,1054,74.12361318
1055,1055,78.49279124
1056,1056,73.25725265
1057,1057,68.2970865
1058,1058,69.95405471
1059,1059,99.32897748
1060,1060,103.4251399
1061,1061,122.3154219
1062,1062,130.4634759
1063,1063,152.0261062
1064,1064,146.3491397
1065,1065,150.1814381
1066,1066,169.4035414
1067,1067,166.344459
1068,1068,157.6803045
1069,1069,182.2799023
1070,1070,195.6282557
1071,1071,190.0163998
1072,1072,189.5829328
1073,1073,186.445905
1074,1074,188.5616448
1075,1075,197.8622308
1076,1076,201.2936718
1077,1077,197.8348949
1078,1078,196.7688787
1079,1079,191.4792992
1080,1080,200.0475308
1081,1081,201.7745862
1082,1082,204.1674473
1083,1083,202.6939111
1084,1084,201.3331722
1085,1085,198.9934702
1086,1086,207.8484051
1087,1087,211.7118777
1088,1088,216.5896834
1089,1089,192.9716087
1090,1090,226.9554293
1091,1091,181.8476974
1092,1092,163.1162874
1093,1093,135.155007
1094,1094,145.437285
1095,1095,134.3301331
1096,1096,135.3514102
1097,1097,131.9140316
1098,1098,136.0349461
1099,1099,134.9914019
1100,1100,134.0335594
1101,1101,135.6004462
1102,1102,130.0722858
1103,1103,131.4702281
1104,1104,128.9525087
1105,1105,134.6621544
1106,1106,134.6235901
1107,1107,133.3923913
1108,1108,137.6207699
1109,1109,133.8795416
1110,1110,168.5720935
1111,1111,134.5698052
1112,1112,157.0031638
1113,1113,159.5580309
1114,1114,168.7876273
1115,1115,170.2141621
1116,1116,170.7985625
1117,1117,168.6758966
1118,1118,166.1278499
1119,1119,176.6415197
1120,1120,184.0536533
1121,1121,190.7636781
1122,1122,192.0161057
1123,1123,199.7737137
1124,1124,199.7688551
1125,1125,196.2602776
1126,1126,203.5235638
1127,1127,201.7760617
1128,1128,216.6492188
1129,1129,206.5299242
1130,1130,208.5886465
1131,1131,206.8050281
1132,1132,199.691809
1133,1133,197.9307204
1134,1134,195.2926273
1135,1135,177.0401751
1136,1136,154.7091692
1137,1137,162.5307017
1138,1138,164.7812013
1139,1139,159.4651389
1140,1140,125.0236616
1141,1141,122.5550192
1142,1142,121.0983393
1143,1143,119.1376337
1144,1144,115.4222716
1145,1145,113.4743372
1146,1146,111.5873066
1147,1147,113.8132707
1148,1148,113.7336261
1149,1149,116.287093
1150,1150,118.0082742
1151,1151,146.5361542
1152,1152,126.7843368
1153,1153,156.3227686
1154,1154,165.878716
1155,1155,166.0493536
1156,1156,163.9303171
1157,1157,170.5791437
1158,1158,175.9381354
1159,1159,170.0636409
1160,1160,168.5619429
1161,1161,167.8727415
1162,1162,169.3445449
1163,1163,167.1916256
1164,1164,172.6303464
1165,1165,184.6007769
1166,1166,176.3388948
1167,1167,186.2204232
1168,1168,184.8644478
1169,1169,193.8611374
1170,1170,198.5360213
1171,1171,191.9958149
1172,1172,189.5175003
1173,1173,196.3880245
1174,1174,192.1706761
1175,1175,182.4706568
1176,1176,156.6642515
1177,1177,180.552994
1178,1178,149.1145298
1179,1179,143.5968474
1180,1180,137.9862963
1181,1181,134.652417
1182,1182,104.9572444
1183,1183,112.4122155
1184,1184,92.17624909
1185,1185,89.3534545
1186,1186,84.3270613
1187,1187,103.0614618
1188,1188,112.7718649
1189,1189,122.4966814
1190,1190,127.9131095
1191,1191,155.6591094
1192,1192,155.591746
1193,1193,162.5303381
1194,1194,182.0840506
1195,1195,178.4393863
1196,1196,175.3466054
1197,1197,173.0624056
1198,1198,174.4030547
1199,1199,179.2769963
1200,1200,187.8870033
1201,1201,191.3296376
1202,1202,194.2859883
1203,1203,188.0456797
1204,1204,191.2073088
1205,1205,181.9139954
1206,1206,189.1827125
1207,1207,196.7511478
1208,1208,197.599072
1209,1209,199.9069307
1210,1210,198.8596252
1211,1211,196.9501294
1212,1212,195.2251609
1213,1213,184.9175154
1214,1214,171.5487009
1215,1215,162.6102815
1216,1216,153.1895192
1217,1217,139.4163991
1218,1218,150.6096369
1219,1219,147.9371903
1220,1220,141.8231571
1221,1221,141.9288839
1222,1222,136.781918
1223,1223,132.295194
1224,1224,130.2563296
1225,1225,122.0220725
1226,1226,116.7858579
1227,1227,95.40878754
1228,1228,99.21705974
1229,1229,103.5585524
1230,1230,96.87154437
1231,1231,101.1591907
1232,1232,102.3588475
1233,1233,111.0972557
1234,1234,122.9535256
1235,1235,133.9927353
1236,1236,145.7583924
1237,1237,156.1399032
1238,1238,156.8771484
1239,1239,163.5272322
1240,1240,182.3744043
1241,1241,189.6179469
1242,1242,185.6265325
1243,1243,183.337602
1244,1244,185.2636637
1245,1245,186.701221
1246,1246,188.7660848
1247,1247,184.3055948
1248,1248,180.7927849
1249,1249,172.2354947
1250,1250,185.6479306
1251,1251,167.3469462
1252,1252,179.0319029
1253,1253,196.6042336
1254,1254,195.3677928
1255,1255,187.047406
1256,1256,169.1424013
1257,1257,161.883874
1258,1258,168.1760115
1259,1259,159.7270902
1260,1260,141.2313203
1261,1261,136.5912152
1262,1262,136.1753299
1263,1263,120.973856
1264,1264,119.4392124
1265,1265,107.8011619
1266,1266,113.3492339
1267,1267,102.5188061
1268,1268,99.11446763
1269,1269,100.757251
1270,1270,97.614613
1271,1271,115.492424
1272,1272,112.9978677
1273,1273,111.2833673
1274,1274,113.9193961
1275,1275,119.1596718
1276,1276,126.4567346
1277,1277,136.9542605
1278,1278,154.8642028
1279,1279,171.1291426
1280,1280,156.3270246
1281,1281,157.2126261
1282,1282,143.5003663
1283,1283,160.4748957
1284,1284,152.0905854
1285,1285,164.453633
1286,1286,153.8491719
1287,1287,149.0318518
1288,1288,155.0290009
1289,1289,160.0687241
1290,1290,179.6169038
1291,1291,168.9350614
1292,1292,170.5477195
1293,1293,167.5849699
1294,1294,178.3933929
1295,1295,181.7041117
1296,1296,180.6565254
1297,1297,182.4193638
1298,1298,165.0220276
1299,1299,154.8624433
1300,1300,147.978952
1301,1301,137.2661581
1302,1302,133.7629818
1303,1303,119.8158965
1304,1304,123.2988586
1305,1305,110.8090136
1306,1306,104.3045023
1307,1307,94.27750078
1308,1308,98.31217598
1309,1309,91.10879888
1310,1310,89.27911226
1311,1311,84.27602419
1312,1312,101.7298706
1313,1313,99.41632442
1314,1314,104.4334436
1315,1315,102.3045697
1316,1316,107.4433641
1317,1317,117.5166561
1318,1318,137.7248902
1319,1319,153.7189066
1320,1320,156.6851648
1321,1321,173.4913943
1322,1322,178.1810655
1323,1323,189.9475081
1324,1324,186.8965135
1325,1325,189.7347644
1326,1326,188.8443026
1327,1327,207.4540655
1328,1328,196.675742
1329,1329,199.4875617
1330,1330,202.9506993
1331,1331,204.3934782
1332,1332,209.8658587
1333,1333,214.112799
1334,1334,209.6549946
1335,1335,195.0842182
1336,1336,196.038115
1337,1337,212.3903126
1338,1338,214.129532
1339,1339,209.903938
1340,1340,195.7006187
1341,1341,198.47666
1342,1342,189.2529755
